ID,name,energy,protein,carbs,sugar,calcium,potassium,sodium,fa_sat,fa_mono,fa_poly,cholest
1021,"FAST FOODS,HAMBURGER; DOUBLE,REG,PATTY; PLN",295,17.08,24.1,4.15,102,226,414,5.096,5.495,0.38,47
1022,"FAST FOODS,RST BF SNDWCH,PLN",244,15.17,22.21,3.84,55,224,653,3.399,3.987,1.762,30
1023,"FAST FOODS,SUBMARINE SNDWCH,COLD CUT BRD W/ LETTUCE & TOMATO",213,10.52,20.43,3.18,171,282,575,3.554,3.716,1.927,27
1024,"FAST FOODS,SUBMARINE SNDWCH,RST BF BREAD W/ LETTUCE & TOMATO",156,12.17,20.34,3,164,188,329,0.972,0.789,0.718,18
1025,"FAST FOODS,SUBMARINE SNDWCH,TUNA BREAD W/ LETTUCE & TOMATO",218,12.33,15.95,1.93,136,177,329,2.059,2.663,6.479,28
1026,"FAST FOODS, COLESLAW",153,0.95,14.89,12.19,30,129,203,1.599,2.671,5.348,4
1027,"BURGER KING,VANILLA SHAKE",168,3.19,19.03,11.67,104,153,100,5.335,2.47,0.434,31
1028,"FAST FD,BISCUIT",370,7.08,42.82,3.88,70,131,979,11.803,2.487,2.199,2
1029,"CHICK-FIL-A,CHICK-N-STRIPS",228,21.4,10.39,1.24,25,497,577,2.057,6.165,2.409,56
1030,"SCHOOL LUNCH,PIZZA,BIG DADDY'S LS 16"" 51% WHL CHS PIZZA,FRZ",243,13.89,27.1,4.77,183,288,400,4.14,2.29,1.04,18
1031,"SCHOOL LUNCH,PIZZA,TONY'S SMARTPIZZA PIZZA 50/50 CHS,FRZ",233,12.08,29.27,6.76,207,331,400,2.79,1.7,2.3,12
1032,"SCHOOL LUNCH,PIZZA,TONY'S SMARTPIZZA PEP PIZZA 50/50 CHS,FRZ",238,12.14,28.84,7.24,192,363,470,2.81,2.12,2.23,12
1033,"SCHOOL LUNCH,PIZZA,TONY'S BRKFST PIZZA SAUSAGE,FRZ",240,10.39,26.99,5.87,176,229,600,3.47,2.47,2.98,20
1034,"SUBWAY,SWT ONION CHICK SUB WHT BRD LTTC,TMT & SWT ONION SAU",155,10.91,22.54,6.06,142,285,305,0.505,0.642,0.831,22
1035,"FAST FOODS,SUB,SWT ONION CHICK WIT BRD W/ LTTC,TMT SWT ONION",155,10.91,22.54,6.06,142,285,305,0.505,0.642,0.831,22
1036,"SUBWAY,SUBWAY CLUB SUB ON WHITE BREAD W/ LETTUCE & TOMATO",146,10.66,20.36,3.19,153,265,348,0.57,0.615,0.844,16
1037,"FAST FOODS,SUBMARINE SNDWCH,TRKY RST BF HM BRD W/ LTTC & TMT",146,10.66,20.36,3.19,153,265,348,0.57,0.615,0.844,16
1038,"FAST FOODS,SUBMARINE SNDWCH,OVEN RSTD CHCK WHT BRD LTTC  TMT",157,10.84,21.35,2.99,154,198,268,0.724,0.932,0.952,23
1039,"FAST FOODS,SUBMARINE SNDWCH,TRKY BRST WHT BRD LTTC & TMT",147,9.12,22.42,3.09,169,253,317,0.476,0.521,1.037,10
1040,"FAST FOODS,SUBMARINE SNDWCH,HAM ON WHT BRD W/ LTTC & TMT",151,9.12,22.91,3.54,169,367,396,0.626,0.763,0.831,12
1041,"SUBWAY,MEATBALL MARINARA SUB ON WHITE BREAD (NO TOPPINGS)",219,9.77,26.01,4.98,176,275,437,3.124,3.573,1.125,15
1042,"FAST FOODS,SUBMARINE SNDWCH,MEATBALL MARINARA ON WHITE BREAD",219,9.77,26.01,4.98,176,275,437,3.124,3.573,1.125,15
1043,"SUBWAY,STEAK & CHS SUB ON WHT BRD W/ AMERICAN CHS,LTTC & TMT",183,12.29,21.49,3.41,183,183,444,2.032,1.736,0.844,24
1044,"FAST FOODS,SUBMARINE SNDWCH,STK CHS WHT BRD W/ CHS,LTTC TMT",183,12.29,21.49,3.41,183,183,444,2.032,1.736,0.844,24
1045,"SUBWAY,B.L.T. SUB ON WHITE BREAD W/ BACON,LETTUCE & TOMATO",205,10.06,26.66,3.61,210,186,354,1.917,2.356,1.617,13
1046,"FAST FOODS,SUBMARINE SNDWCH,BACON,LETTUCE,& TOMATO WHT BRD",205,10.06,26.66,3.61,210,186,354,1.917,2.356,1.617,13
1047,"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",256,15.68,22.14,3.67,87,225,374,4.785,5.404,1.179,40
1048,"SUBWAY,TURKEY BREAST SUB ON WHITE BREAD W/ LETTUCE & TOMATO",147,9.12,22.42,3.09,169,253,317,0.476,0.521,1.037,10
1049,"SUBWAY,BLACK FOREST HAM SUB ON WHITE BRD W/ LETTUCE & TOMATO",151,9.12,22.91,3.54,169,367,396,0.626,0.763,0.831,12
1050,"SUBWAY,RST BF SUB ON WHITE BREAD W/ LETTUCE & TOMATO",155,12.17,20.34,3,164,188,329,0.972,0.789,0.718,18
1051,"SUBWAY,OVEN RSTD CHICK SUB ON WHITE BRD W/ LETTUCE & TOMATO",157,10.84,21.35,2.99,154,198,268,0.724,0.932,0.952,23
1052,"SUBWAY,COLD CUT SUB ON WHITE BREAD W/ LETTUCE & TOMATO",214,10.52,20.43,3.18,171,282,575,3.554,3.716,1.927,27
1053,"SUBWAY,TUNA SUB ON WHITE BREAD W/ LETTUCE & TOMATO",221,12.33,15.95,1.93,136,177,329,2.192,2.835,6.897,28
1054,"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",268,10.36,29.02,3.57,179,152,447,4.272,4.246,1.903,14
1055,"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",260,12.37,32.91,5.09,177,175,556,3.825,2.198,1.381,16
1056,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",276,11.28,25.14,4.85,152,209,555,5.083,5.89,2.578,16
1057,"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",271,12.63,28.78,7.26,155,189,640,4.586,4.343,1.89,19
1058,"MCDONALD'S,HAMBURGER",264,12.92,30.28,6.03,127,192,494,3.504,3.768,1.42,27
1059,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",307,15.92,14.93,0.08,11,251,594,3.566,7.735,6.511,55
1060,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETTUCE & MAYO",276,10.94,27.4,3.4,72,179,617,2.461,4.077,5.631,29
1061,"MCDONALD'S, FLT-O-FSH",282,11.26,26.39,3.67,120,220,434,2.833,4.005,5.952,32
1062,"MCDONALD'S, CHEESEBURGER",263,12.97,27.81,6.22,167,200,626,4.435,3.631,0.355,35
1063,"MCDONALD'S,QUARTER POUNDER",244,14.1,22.17,5.13,84,227,427,4.008,4.202,0.283,39
1064,"MCDONALD'S,QUARTER POUNDER W/ CHS",258,14.59,19.95,4.91,144,219,579,5.643,4.608,0.433,47
1065,"MCDONALD'S,BIG MAC",257,11.82,20.08,3.97,116,181,460,3.803,3.474,0.306,36
1066,"WENDY'S,CHICK NUGGETS",326,16.46,14.31,0.08,11,250,708,4.787,6.138,10.117,50
1067,"BURGER KING,HAMBURGER",261,14.85,26.76,5.6,76,217,461,3.821,4.249,1.244,35
1068,"BURGER KING, CHSBRGR",286,14.57,23.71,4.49,93,178,602,6.842,5.704,1.521,45
1069,"BURGER KING,WHOPPER,NO CHS",233,10.74,18.55,4.22,39,169,313,4.25,4.685,3.389,30
1070,"BURGER KING,WHOPPER,W/ CHS",250,11.19,16.7,4.11,82,169,453,5.782,5.058,3.784,36
1071,"BURGER KING,DOUBLE WHOPPER,NO CHS",252,13.94,13.74,3.52,35,192,289,5.773,6.117,3.016,46
1072,"BURGER KING,DOUBLE WHOPPER,W/ CHS",266,14.47,13.52,3.61,78,189,387,6.998,6.298,2.987,47
1073,"BURGER KING,PREMIUM FISH SNDWCH",260,10.29,26.69,3.53,37,206,602,1.949,2.595,6.257,31
1074,"BURGER KING,ORIGINAL CHICK SNDWCH",286,12.14,26.22,3.02,46,196,638,2.723,3.704,7.22,31
1075,"TACO BELL,ORIGINAL TACO W/ BF,CHS & LETTUCE",229,8.86,19.85,0.9,89,209,397,4.384,4.411,3.042,28
1076,"TACO BELL,SOFT TACO W/ BF,CHS & LETTUCE",206,9.25,20.23,1.57,123,161,560,4.155,3.243,1.578,25
1077,"TACO BELL,SOFT TACO W/ CHICK,CHS & LETTUCE",189,13.3,19.69,1.3,122,217,613,2.559,1.621,1.607,29
1078,"TACO BELL,BEAN BURRITO",209,7.35,31.23,1.73,124,261,563,2.309,1.258,2.229,5
1079,"TACO BELL,BURRITO SUPREME W/ BF",183,7.03,23.37,2.1,90,204,451,2.733,1.803,1.575,12
1080,"TACO BELL,NACHOS",350,4.32,34.91,2.17,63,362,313,2.173,14.02,5.04,3
1081,"TACO BELL,NACHOS SUPREME",223,6.21,21.39,1.63,47,298,348,2.549,6.661,2.496,14
1082,"PIZZA HUT 12"" CHS PIZZA,HAND-TOSSED CRUST",271,11.93,31.22,3.37,209,173,685,5.04,2.919,1.839,24
1083,"PIZZA HUT 12"" CHS PIZZA,PAN CRUST",280,11.73,29.93,3.21,208,168,624,5.184,3.213,2.752,21
1084,"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",303,15.29,28.64,2.67,278,191,784,6.896,3.807,1.698,34
1085,"PIZZA HUT 12"" PEPPERONI PIZZA,HAND-TOSSED CRUST",280,12.86,31.55,3.67,155,207,801,5.161,4.018,2.034,26
1086,"PIZZA HUT 12"" PEPPERONI PIZZA,PAN CRUST",298,11.97,30.49,3.2,146,199,692,5.271,4.415,3.465,25
1087,"PIZZA HUT 12"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST",243,10.9,25.62,3.71,129,233,689,4.554,3.953,1.729,20
1088,"DOMINO'S 14"" CHS PIZZA,CLASSIC HAND-TOSSED CRUST",257,10.8,33.24,4.02,167,161,523,4.11,2.165,1.833,17
1089,"DOMINO'S 14"" CHS PIZZA,ULTIMATE DEEP DISH CRUST",265,10.76,33.48,4.22,166,169,615,4.062,2.434,2.387,16
1090,"DOMINO'S 14"" CHS PIZZA,CRUNCHY THIN CRUST",298,12.33,28.18,4.09,292,202,628,6.345,3.748,3.762,27
1091,"DOMINO'S 14"" PEPPERONI PIZZA,CLASSIC HAND-TOSSED CRUST",273,11.25,31.86,3.69,141,183,611,4.779,3.368,2.106,25
1092,"DOMINO'S 14"" PEPPERONI PIZZA,ULTIMATE DEEP DISH CRUST",283,11.52,31.89,3.91,149,190,693,4.856,3.618,2.55,24
1093,"DOMINO'S 14"" EXTRAVAGANZZA FST PIZZA,CLSSIC HAND-TOSSED CRST",244,10.33,25.72,3.3,113,174,456,4.386,3.627,1.425,20
1094,"PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",260,11.53,32.74,5.32,166,138,578,3.871,2.476,1.97,19
1095,"PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",275,11.97,30.04,4.84,152,150,671,4.908,3.912,2.206,26
1096,"PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",240,10.27,26.69,4.84,99,160,570,3.765,3.652,1.877,21
1097,"PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",295,12.29,26.26,3.85,238,160,528,6.202,6.002,1.663,28
1098,"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",265,13.39,31.5,4.02,233,170,454,4.206,2.38,1.461,24
1099,"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",273,13.59,31.01,3.76,210,178,518,4.541,3.108,1.603,28
1100,"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",243,12.12,23.1,3.74,167,195,578,4.561,4.063,1.72,31
1101,"LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",263,12.63,30.1,3.66,224,160,432,4.237,2.757,1.728,23
1102,"LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",265,12.93,29.03,3.39,201,173,492,4.314,3.151,1.756,26
1103,"LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",309,16.23,22.85,2.76,422,177,455,7.327,4.42,3.161,39
1104,"PIZZA HUT 14"" CHS PIZZA,HAND-TOSSED CRUST",275,11.98,33.42,3.13,209,183,674,4.819,3.05,1.53,18
1105,"PIZZA HUT 14"" CHS PIZZA,PAN CRUST",276,10.85,32.85,2.47,192,170,580,4.39,2.755,3.118,18
1106,"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",306,13.37,34.22,3.13,284,197,857,6.103,3.265,2.327,30
1107,"PIZZA HUT 14"" PEPPERONI PIZZA,HAND-TOSSED CRUST",291,12.23,32.11,2.82,166,207,759,5.404,4.338,2.022,26
1108,"PIZZA HUT 14"" PEPPERONI PIZZA,PAN CRUST",291,11.47,31.79,1.95,147,187,676,4.823,3.844,3.409,23
1109,"PIZZA HUT 14"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST",248,11.34,26.01,3.04,104,208,658,4.217,3.805,1.875,28
1110,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,REG CRUST",266,11.39,33.33,3.58,188,172,598,4.465,2.608,1.681,17
1111,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",271,10.81,33.17,3.34,179,169,597,4.226,2.595,2.752,17
1112,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",302,12.85,31.2,3.61,288,199,742,6.224,3.507,3.044,28
1113,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",282,11.74,31.98,3.26,153,195,685,5.092,3.853,2.064,25
1114,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",287,11.49,31.84,2.93,148,189,684,4.839,3.731,2.98,24
1115,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",244,11.02,25.38,3.73,120,184,589,4.407,3.787,1.89,27
1116,"FAST FOODS,GRIDDLE CAKE SNDWCH,EGG,CHS,& SAUSAGE",291,10.77,22.04,7.9,96,146,652,5.649,6.718,2.26,132
1117,"FAST FOODS,GRIDDLE CAKE SNDWCH,SAUSAGE",318,8.41,31.25,11.23,63,145,737,5.363,7.531,2.414,24
1118,"FAST FOODS,GRIDDLE CAKE SNDWCH,EGG,CHS,& BACON",272,12.03,26.19,9.56,109,158,718,4.121,4.635,1.331,147
1119,"MCDONALD'S,CHICK MCNUGGETS",302,15.79,15.09,0.08,11,252,566,3.261,8.134,5.61,44
1120,"MCDONALD'S,CREAMY RANCH SAU",468,1.11,3.49,3.45,29,78,708,7.894,11.094,28.178,21
1121,"MCDONALD'S,HOTCAKES (PLAIN)",228,6,38.27,8.84,84,173,358,1.158,1.236,2.978,13
1122,"MCDONALD'S,SAUSAGE MCGRIDDLES",312,8.41,31.25,11.23,63,145,737,5.435,7.532,2.591,24
1123,"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",283,10.77,22.04,7.9,96,146,652,5.649,6.718,2.26,132
1124,"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",162,4.24,26.36,19.49,129,193,67,2.41,1.206,0.297,15
1125,"MCDONALD'S,STRAWBERRY SUNDAE",158,3.19,28.09,25.32,110,173,47,2.008,0.976,0.19,13
1126,"MCDONALD'S,HOT CARAMEL SUNDAE",188,3.58,33.36,23.54,127,186,80,2.468,1.21,0.232,16
1127,"MCDONALD'S,HOT FUDGE SUNDAE",186,4.14,30.05,26.89,139,246,94,3.592,1.045,0.22,13
1128,"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",177,4.02,26.82,24.37,135,208,54,3.402,1.67,0.282,16
1129,"MCDONALD'S,MCFLURRY W/ OREO COOKIES",165,3.97,25.55,21.19,129,198,75,2.577,1.716,0.364,15
1130,"MCDONALD'S,SAUSAGE BURRITO",277,11.1,22.97,2.57,132,150,744,6.404,5.073,3.366,137
1131,"MCDONALD'S,BIG BRKFST",285,10.16,17.5,0.93,51,207,549,6.405,7.372,3.195,173
1132,"MCDONALD'S,LOFAT CARAMEL SAU",313,1.89,71.53,43.21,71,119,170,1.772,0.771,0.139,12
1133,"MCDONALD'S,DOUBLE CHEESEBURGER",282,15.5,18.79,4.23,178,216,668,6.998,5.655,1.351,48
1134,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS",262,16.96,14.43,3.49,106,242,476,6.473,5.855,0.48,57
1135,"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",196,1.69,15.49,7.79,50,20,709,2.77,3.67,7.91,13
1136,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",319,3.56,6.85,3,104,27,851,5.86,7.75,16.3,35
1137,"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",313,2.62,16.75,6.57,77,120,954,4.36,15.35,6.35,32
1138,"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",234,12.79,21.01,3.7,124,192,454,4.162,3.802,0.334,35
1139,"MCDONALD'S,MCCHICKEN SNDWCH",273,10.43,27.97,3.57,88,173,624,2.346,4.401,4.964,27
1140,"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",240,11.08,30.95,4.16,96,184,555,1.636,3.405,2.881,22
1141,"MCDONALD'S,EGG MCMUFFIN",228,13.64,21.67,2.13,192,173,617,3.592,2.721,1.735,165
1142,"MCDONALD'S,SAUSAGE MCMUFFIN",333,12.66,24.52,1.93,224,188,693,7.253,7.749,3.234,39
1143,"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",274,12.59,17.28,1.57,172,171,572,6.008,6.581,2.768,154
1144,"MCDONALD'S,BACON EGG & CHS BISCUIT",304,13.45,22.26,2.18,109,121,863,8.262,5.546,2.625,167
1145,"MCDONALD'S,SAUSAGE BISCUIT",376,9.62,27.2,1.97,55,177,875,10.659,8.832,3.42,29
1146,"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",311,11.27,19.28,1.43,58,165,664,8.628,7.748,3.169,152
1147,"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",285,7.56,29.48,9.88,50,170,437,4.642,5.217,2.811,109
1148,"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",272,4.05,46.08,20.58,57,125,283,0.818,0.863,2.087,9
1149,"MCDONALD'S,BACON RANCH SALAD WO/ CHICK",61,4.14,4.2,2.14,63,201,132,1.507,1.057,0.327,12
1150,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",105,2.73,20.72,12.83,86,167,58,0.041,0.106,0.095,5
1151,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",90,2.47,17.67,11.9,87,165,38,0.004,0.01,0.033,5
1152,"MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE)",243,12.47,31.08,4.27,128,194,464,1.773,2.768,2.323,25
1153,"BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS",308,12.09,15.9,3.12,90,158,577,8.342,7.838,4.212,123
1154,"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",376,13.73,23,3.36,107,205,782,8.595,12.025,3.114,43
1155,"BURGER KING,CROISSAN'WICH W/ EGG & CHS",283,10.35,24.79,4.03,231,168,650,4.766,6.668,2.93,139
1156,"FAST FOODS,MINIATURE CINN ROLLS",403,7.02,53.38,17.98,54,131,554,4.701,9.221,2.415,21
1157,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO",252,13.94,13.74,3.52,35,192,289,5.773,6.117,3.016,46
1158,"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",226,11.34,17.33,4,46,188,342,3.972,4.67,3.144,33
1159,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",282,16.24,17.97,4.16,150,226,617,6.96,6.001,1.314,50
1160,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",272,16.96,14.43,3.49,106,242,480,6.473,5.855,0.48,57
1161,"FAST FOODS,CHESEBRGER; SING,LRG PATY; W/ CONDMNT,VEG & MAYO",268,13.69,17.73,4.5,73,208,473,5.746,5.352,2.366,51
1162,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",269,15.21,19.72,3.6,179,223,591,7.033,5.959,1.264,48
1163,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",253,15.5,12.62,3.61,68,202,405,6.519,6.249,2.299,49
1164,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",261,11.94,21.53,3.26,127,182,485,5.045,5.088,3.826,36
1165,"FAST FOODS,CHICK TENDERS",271,19.22,17.25,0.4,17,373,769,2.493,4.83,5.783,48
1166,"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",183,14.16,22.28,5.01,37,228,410,0.865,1.157,2.074,34
1167,"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",228,12.08,25.46,5.37,34,227,430,1.409,3.179,3.708,26
1168,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",295,12.98,22.64,2.87,94,123,550,6.396,6.026,2.603,133
1169,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",282,15.95,22.99,2.97,93,145,642,5.419,4.997,1.849,130
1170,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",182,4.02,26.82,24.37,135,208,54,3.633,1.67,0.282,16
1171,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",169,3.97,25.55,21.19,129,198,75,2.754,1.716,0.364,15
1172,"POPEYES,BISCUIT",401,6,40.95,3.46,108,173,745,11.515,5.686,4.379,2
1173,"POPEYES,COLESLAW",161,0.98,14.12,10.83,31,118,218,1.887,3.339,5.852,7
1174,"KFC,BISCUIT",358,7.5,43.55,4.04,55,115,1070,11.916,1.243,1.352,1
1175,"KFC,COLESLAW",144,0.91,15.65,13.54,28,140,189,1.303,1.963,4.888,2
1176,"GRILLED CHICK,BACON & TOMO CLB SNDWCH,W/ CHS,LETTUCE,& MAYO",220,17.19,19.87,4.68,95,226,630,3.109,2.949,1.88,46
1177,"CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO",257,15.38,22.61,4.99,92,256,605,3.372,4.5,3.207,38
1178,"YOGURT PARFAIT,LOWFAT,W/ FRUIT & GRANOLA",84,3.36,15.86,11.68,105,189,49,0.525,0.307,0.122,3
1179,"DIGIORNO PIZZA,CHS TOPPING,RISING CRUST,FRZ,BKD",256,12.8,31.78,5,192,196,696,3.514,1.854,1.461,15
1180,"DIGIORNO PIZZA,PEPPERONI TOPPING,RISING CRUST,FRZ,BKD",265,12.46,31.15,5.1,157,212,743,3.761,2.77,1.775,18
1181,"DIGIORNO PIZZA,SUPREME TOPPING,RISING CRUST,FRZ,BKD",255,11.74,27.93,4.71,139,210,712,3.965,3.372,1.891,19
1182,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THICK CRUST",282,11.06,30.36,2.82,143,190,637,4.805,3.941,3.217,23
1183,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THIN CRUST",321,13.36,27,3.02,213,225,782,6.888,5.523,3.926,36
1184,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST",280,11.5,30.62,3.32,144,197,633,5.033,4.049,2.352,23
1185,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THIN CRUST",331,14.01,29,3.22,216,223,875,7.115,5.623,3.617,37
1186,"FAST FOODS,TACO W/ BF,CHS & LETTUCE,SOFT",206,9.25,20.23,1.57,123,161,560,4.155,3.243,1.578,25
1187,"FAST FOODS,TACO W/ CHICK,LETTUCE & CHS,SOFT",189,13.3,19.69,1.3,122,217,613,2.559,1.621,1.607,29
1188,"FAST FOODS,QUESADILLA,W/ CHICK",294,15.05,24.04,1.88,269,183,745,6.154,3.765,4.094,37
1189,"FAST FDS,GRILLED CHICK FILET SNDWCH,W/ LETTUCE,TOMATO & SPRD",182,17.34,16.78,3.08,62,197,427,0.949,1.339,1.839,40
1190,"PIZZA HUT 14"" PEPPERONI PIZZA,THIN 'N CRISPY CRUST",333,14.13,32.66,2.79,196,222,967,6.674,5.305,3.132,37
1191,"DOMINO'S 14"" PEPPERONI PIZZA,CRUNCHY THIN CRUST",328,13.88,25.35,3.65,236,224,783,7.557,5.941,4.102,38
1192,"DOMINO'S 14"" SAUSAGE PIZZA,CRUNCHY THIN CRUST",319,12.77,25.3,3.42,234,231,725,7.079,5.602,4.522,35
1193,"DOMINO'S 14"" SAUSAGE PIZZA,CLASSIC HAND-TOSSED CRUST",273,11.08,31.84,3.92,137,183,594,4.607,3.366,2.385,21
1194,"DOMINO'S 14"" SAUSAGE PIZZA,ULTIMATE DEEP DISH CRUST",277,11.03,31.17,3.82,154,188,677,4.755,3.608,2.711,23
1195,"PIZZA HUT 14"" SAUSAGE PIZZA,THIN 'N CRISPY CRUST",323,13.95,28.7,2.62,193,220,839,6.698,5.444,3.33,37
1196,"PIZZA HUT 14"" SAUSAGE PIZZA,HAND-TOSSED CRUST",287,11.92,29.39,2.72,150,211,671,5.459,4.732,2.318,26
1197,"PIZZA HUT 14"" SAUSAGE PIZZA,PAN CRUST",287,11.08,29.56,1.82,132,192,596,4.855,4.273,3.723,23
1198,"KASHI PIZZA,MUSHROOM TRIO & SPINACH,FRZ,UNPREP",222,12.7,24.6,2.3,182,167,587,4,2.3,1,23
1199,"KASHI PIZZA,MARGHERITA,FRZ,UNPREP",230,12.8,25.7,3.3,192,204,560,3.5,2.9,1,17
1200,"KASHI PIZZA,MEDITERRANEAN,FRZ,UNPREP",231,12.7,31,2.8,138,168,531,3.2,2.6,1.5,12
1201,"PIZZA,CHS TOPPING,THIN CRUST,FRZ,CKD",263,11.91,28.8,3.71,228,201,471,5.698,3.028,1.695,21
1202,"WENDY'S,DAVE'S HOT 'N JUICY 1/4 LB,SINGLE",268,13.69,17.73,4.5,73,208,473,5.746,5.352,2.366,51
1203,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,STUFFED CRUST",274,12.23,30,2.9,238,229,615,5.825,2.771,1.547,30
1204,"PIZZA HUT 14"" CHS PIZZA,STUFFED CRUST",274,12.23,30,2.9,238,229,615,5.825,2.771,1.547,30
1205,"KASHI PIZZA,GREEK TZATZIKI,SINGLE SERVE,FRZ,UNPREP",203,11.1,29.7,2.7,116,185,322,2.3,1.7,1.1,10
1206,"KASHI PIZZA,TIKKA MASALA,SINGLE SERVE,FRZ,UNPREP",191,10.2,29.5,4,97,236,247,2.1,1.5,1,8
1207,"MORNINGSTAR FARMS PIZZA,BAJA BLACK BEAN,SINGLE SERVE,FRZ,UNP",235,10.6,36.9,3.3,121,187,261,2.7,2.2,1.2,12
1208,"KASHI PIZZA,MUSHROOM & SPINACH,SINGLE SERVE,FRZ,UNPREP",229,10.7,36.5,2.5,109,219,337,2.3,1.8,1.1,9
1209,"FAST FOODS,CRISPY CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU",275,11.48,23.22,2.48,88,173,607,3.837,4.407,4.926,29
1210,"FAST FOODS,GRILLED CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU",222,13.77,18.43,1.53,93,192,577,3.363,2.313,3.415,41
